Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.667302701,-0.560648225,-0.493896417,-1.990632204,-2.17069878,-0.792113638,-0.754796951,-0.752977445,-0.759505916,-0.735282284,-0.701922745,-0.644281363,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.568389264,-0.638069468,-0.701382098,-0.730443175,-0.722080405,-0.703905641,..
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,..
Bulgaria,BGR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.8,..
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.06097561,71.41219512,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366,74.61463415,74.81219512,74.81463415,74.96341463,74.91463415,..
Bulgaria,BGR,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,99.41422272,93.6030426,94.08451843,..,89.10276031,87.12113953,73.94168854,84.29174042,87.63244629,93.89305878,93.47734833,91.43121338,91.94788361,..,..,..,93.85085297,..,..,..
Bulgaria,BGR,"School enrollment, primary (% net)",SE.PRM.NENR,95.1383,95.59626,95.27463,95.54443,93.96941,94.307,95.46767,94.18482,95.18675,97.78147,98.04598,97.74258,97.95684,97.97584,95.726,93.90701,92.61403,90.40649,87.58166,86.4454,..,..,..
Bulgaria,BGR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1601.110331,1440.235516,1374.197519,1546.081789,1857.598267,2372.055581,2944.163989,3337.418107,3733.51101,4613.115304,5974.221443,5760.178457,5585.116465,6372.799244,6211.65789,6398.938862,6621.88362,5804.813089,6220.405744,6927.827149,7747.240112,8260.45734,..
Bulgaria,BGR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.3,13.6,14.1,14,14.4,14.4,14.3,14.8,14.9,15,14.8,14.5,14.9,14.7,15,14.4,15.1,15.3,15.1,15.5,15.4,15.5,..
Bulgaria,BGR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.20355988,..,..,..,..,..,..,..,..,..,98.35244751,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,3839755737,2080662785,1819732963,1706606399,2059216177,2515022220,3212904577,3908273934,5144811133,6568833450,9365953182,10552070804,9971958847,12535293281,10163516426,11477295060,11719795143,11144942757,12890376697,14280780755,15766780929,16672024614,..
Bulgaria,BGR,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,93.16251497,104.5753908,105.3079908,109.3187339,107.9750036,110.1799931,111.1506166,114.65508,117.0917055,118.8342348,119.7488027,108.2549455,102.8623893,99.62362778,103.1849202,100.4456368,100.9787492,99.04410636,95.049318,95.66602199,97.45093751,96.78926546,..
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.802940418,2.822271747,2.841885125,2.858868603,2.875992432,2.898431555,2.927561373,2.959187776,2.989062688,3.011815794,3.024954857,3.02644987,3.019251293,3.008981855,2.997392478,2.981606475,2.961900814,2.939462977,2.915319071,2.890850806,2.867078367,2.844222553,..
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,10968724,11282701,11607942,11944587,12293100,12654621,13030569,13421930,13829176,14252021,14689725,15141098,15605217,16081911,16571246,17072775,17586017,18110624,18646378,19193284,19751535,20321378,..
Burkina Faso,BFA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.4,..,..
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.914,50.168,50.489,50.893,51.384,51.956,52.602,53.31,54.063,54.841,55.618,56.377,57.096,57.761,58.374,58.937,59.45,59.919,60.354,60.768,61.174,61.577,..
Burkina Faso,BFA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,78.72090149,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"School enrollment, primary (% net)",SE.PRM.NENR,34.98034,35.48973,36.33372,37.26342,36.72142,38.65198,41.14892,45.7476,48.74733,54.03414,59.9701,62.7928,59.91302,64.89106,65.68288,66.59063,67.7983,69.38962,75.20863,76.42387,78.64517,..,..
Burkina Faso,BFA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,220.9086444,270.6167964,235.4970988,246.433269,270.2252267,342.3563816,377.5175103,406.1328932,419.2715499,468.7422816,556.2759294,527.277012,529.4652597,592.3922107,617.6907757,645.756931,639.8328579,524.2127092,555.1964512,595.3988375,672.8401665,672.7308257,..
Burkina Faso,BFA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.074,15.828,15.539,15.197,14.801,14.354,13.863,13.336,12.785,12.225,11.672,11.141,10.645,10.195,9.789,9.426,9.105,8.823,8.571,8.341,8.124,7.914,..
Burkina Faso,BFA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,21.82291985,..,23.52219963,22.47257996,28.29365921,..,..,..,..,..,..,34.59939957,..,..,..,41.22444916,..,..
Burkina Faso,BFA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,248261361.2,-42070442.9,-84645967.74,-769115.8779,-4712920.7,167439589.7,98148652.48,189007643.9,191982816.9,394131833.6,533561896.2,687253794.8,1410179950,2055735457,2086454581,1859082615,1994227185,1482901979,1890906870,2214485771,3000276920,2712925639,..
Burkina Faso,BFA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,115.3235835,118.5468048,117.433507,113.5700053,113.5817916,111.9273731,113.717769,114.4884748,113.1928154,113.0826329,115.0866629,112.718042,108.0415408,105.1062521,108.0424371,109.8818804,104.9595542,106.8738902,106.0612432,106.3640089,104.0446515,105.987146,..
Burundi,BDI,Population growth (annual %),SP.POP.GROW,1.030779152,1.309969052,1.767356522,2.273335218,2.699674402,3.012598038,3.170145462,3.217165882,3.246016505,3.288776865,3.301310362,3.287269847,3.256066998,3.207759114,3.159741833,3.13340508,3.136852423,3.156909217,3.177016087,3.181367524,3.166773442,3.128967114,..
Burundi,BDI,"Population, total",SP.POP.TOTL,6185562,6267124,6378871,6525545,6704113,6909154,7131693,7364862,7607849,7862214,8126102,8397668,8675602,8958406,9245988,9540289,9844297,10160030,10487998,10827024,11175378,11530580,..
Burundi,BDI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,67.1,..,..,..,..,..,..,64.9,..,..,..,..,..,..,..
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.708,48.339,49.091,49.93,50.81,51.69,52.547,53.369,54.163,54.944,55.721,56.488,57.228,57.925,58.568,59.148,59.665,60.123,60.528,60.898,61.247,61.584,..
Burundi,BDI,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,94.05136871,..,90.19213867,94.02787018,..,95.91013336,..,..,..,97.46038818,92.98509979,97.11985779,96.71269226,98.7261734,97.19091034,..,..,..,..,..,..,..
Burundi,BDI,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,41.29739,50.13475,49.38625,52.81008,54.41122,57.65405,74.35688,81.83963,92.38812,90.49009,95.37413,..,..,..,..,..,..,94.87551,92.8047,..,..
Burundi,BDI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,82.30510191,87.50398051,96.32508628,85.91153973,72.08686045,47.86172146,65.60178064,84.45177937,101.83612,91.30992857,104.9829875,116.8257983,145.6307735,152.6653922,174.2762298,181.1421298,194.107529,220.4758554,199.6849463,207.326513,203.6413415,199.8876756,..
Burundi,BDI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.115,15.583,15.005,14.407,13.814,13.248,12.722,12.239,11.791,11.36,10.936,10.519,10.113,9.728,9.373,9.052,8.767,8.517,8.3,8.106,7.929,7.766,..
Burundi,BDI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,59.30361938,..,..,..,..,..,..,..,48.08406067,..,..,..,..,..,61.51348877,..,..,68.37532806,..,..,..
Burundi,BDI,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-41729404.08,-20228547.09,-62106095.72,-53812247.85,-68949830.95,-52922539.76,-67029094.11,-50270087.05,-118258714.3,-135803692.4,-206170192.1,-64580266.03,-59737072.15,-202436527.7,-186098203,-337835257,-308460013.3,67192006,-30698767.28,-43813528.2,-125272031.8,-155768123.1,..
Burundi,BDI,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,111.4405297,108.3882301,109.9157833,110.6056413,112.302221,114.613484,117.6706216,122.7,127.8000153,125.2000076,126.1999749,122.6000144,120.1000033,125.3999849,124.2999976,128.3999816,125.6000228,110.013203,110.2278,110.1871299,115.228392,117.4340093,..
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,2.021438293,1.906017848,1.82320284,1.741223785,1.648456512,1.563286066,1.475295001,1.395120105,1.316900995,1.247593573,1.209762197,1.204959629,1.221877199,1.251037486,1.270619062,1.280864881,1.266209611,1.241420644,1.212831744,1.188624222,1.159766769,1.127924314,..
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,412514,420452,428188,435709,442951,449930,456617,463032,469170,475060,480842,486671,492654,498856,505235,511748,518269,524743,531146,537497,543767,549935,..
Cabo Verde,CPV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,58,..,..,..,..,..,46,..,..,..,..,..,..,..,35,..,..,..,..,..
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.512,68.041,68.583,69.099,69.557,69.932,70.219,70.424,70.565,70.676,70.786,70.911,71.062,71.243,71.445,71.661,71.886,72.117,72.347,72.57,72.782,72.981,..
Cabo Verde,CPV,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,81.4757309,..,53.96557999,..,87.80310059,74.82290649,..,..,..,..,100,94.70968628,88.69967651,..,..,..,..
Cabo Verde,CPV,"School enrollment, primary (% net)",SE.PRM.NENR,99.82899,..,99.05232,97.28274,95.91699,95.57941,94.56666,95.31446,96.31027,96.65032,96.15012,95.43499,94.47048,93.2143,93.65455,93.09431,93.20062,93.24357,92.59373,92.86236,93.42191,..,..
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1080.42967,1199.212243,1056.604008,1095.503497,1167.027792,1517.520301,1698.43447,1729.918184,1922.919083,2651.383179,3063.94191,2913.008281,2729.973107,3048.312473,2811.109413,2974.951005,2903.943125,2497.352998,2575.579905,2699.004976,3004.998704,2997.520224,..
Cabo Verde,CPV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.677,6.454,6.253,6.087,5.965,5.888,5.855,5.86,5.89,5.932,5.97,5.997,6.005,5.991,5.961,5.918,5.866,5.807,5.744,5.682,5.625,5.576,..
Cabo Verde,CPV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,76.11044312,..,..,..,..,..,..,..,..,..,..,..,85.32778931,..,..,86.79029083,..,..,..,..,..
Cabo Verde,CPV,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,296735548.1,399786171.4,306536716.5,308723182.4,348888816.3,309693608.6,319675760.3,310232289,254456351.4,324686167.5,296542496.6,405059168.2,412425864,..
Cabo Verde,CPV,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,..,..,..,..,..,..,..,130.1894155,126.1924528,125.8823318,129.0977099,128.8107857,119.4135333,114.3542031,120.3241604,114.2512043,115.7324837,121.4575406,118.8125453,114.4856762,..
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,2.637006602,2.435087867,2.236050134,2.03722363,1.855404003,1.713676066,1.62260232,1.570923651,1.527856858,1.489499886,1.479300731,1.499593573,1.539208139,1.588817643,1.630429697,1.64984965,1.638083897,1.603706854,1.565227051,1.530261745,1.490355371,1.44639338,..
Cambodia,KHM,"Population, total",SP.POP.TOTL,11600508,11886458,12155239,12405408,12637727,12856163,13066469,13273354,13477709,13679962,13883834,14093604,14312212,14541423,14780454,15026332,15274503,15521436,15766293,16009414,16249798,16486542,..
Cambodia,KHM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,50.2,..,..,45,..,34,23.9,22.1,20.5,17.7,..,..,..,..,..,..,..,..
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57,69.823,..
Cambodia,KHM,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,..,..,..,..,..,..
Cambodia,KHM,"School enrollment, primary (% net)",SE.PRM.NENR,84.72523,86.69373,92.40854,..,..,97.43006,..,..,94.83255,95.88748,94.57758,..,93.61728,97.51867,97.40673,..,95.04806,95.26797,92.75899,90.54321,90.26554,..,..
Cambodia,KHM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,241.2983564,265.1754441,268.375946,285.5299394,298.0319777,319.454907,358.6647469,417.9273057,474.9635687,559.2143785,656.7333939,640.8649546,677.6965957,761.1574514,817.7683199,880.3977877,930.3201457,980.1199417,1065.060195,1155.878893,1254.230216,1377.342155,..
Cambodia,KHM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.28,9.863,9.426,8.983,8.553,8.153,7.792,7.479,7.214,6.991,6.802,6.644,6.512,6.401,6.308,6.228,6.159,6.099,6.051,6.017,5.997,5.992,..
Cambodia,KHM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,67.3350296,..,..,..,..,..,73.6099472,..,..,..,76.87129211,76.13796234,..,..,..,..,78.05509186,80.52648926,..,..,..,..,..
Cambodia,KHM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-13337151.81,183723749.8,241617428.6,396191564.8,364020216.7,425875597.6,456009221.5,623317170.4,1133204849,1392729482,1544651186,1838776370,1389935401,1426756189,1986404699,2398400790,2831984721,3212327376,3737180117,4764777085,6006981859,6983108386,..
Cambodia,KHM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,112.2611842,111.7602113,110.845803,108.715297,109.627368,110.9563596,107.6646444,108.560844,106.9394118,105.0763113,103.6953213,103.682516,105.0041865,105.9770477,104.3777002,104.2589685,105.1391586,104.6561256,104.0355661,101.4069429,99.00156034,98.45546848,..
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.610002071,2.606524479,2.621099328,2.639640035,2.655704619,2.673762976,2.692203013,2.709802767,2.727108707,2.742005436,2.750797225,2.752312198,2.747773491,2.740435666,2.731263968,2.718244285,2.701555717,2.68179173,2.660494609,2.637694363,2.612290751,2.584247107,..
Cameroon,CMR,"Population, total",SP.POP.TOTL,14723768,15112592,15513945,15928910,16357602,16800865,17259322,17733410,18223674,18730282,19252666,19789919,20341241,20906388,21485266,22077298,22681858,23298368,23926539,24566045,25216237,25876380,..
Cameroon,CMR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,40.2,..,..,..,..,..,39.9,..,..,..,..,..,..,37.5,..,..,..,..,..,..
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.885,50.878,50.993,51.222,51.536,51.908,52.321,52.76,53.215,53.681,54.153,54.627,55.101,55.581,56.073,56.576,57.083,57.583,58.063,58.511,58.921,59.292,..
Cameroon,CMR,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,76.43399048,100,69.72982788,86.31687164,100,63.22787094,..,..,..,..,..,..,..
Cameroon,CMR,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,83.07519,85.56531,..,88.72421,91.38752,..,91.7001,92.07438,94.493,92.87395,..,..,..
Cameroon,CMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,604.7829753,617.5226483,518.5917924,524.6230035,576.7106191,727.2556914,851.7602973,828.2718117,869.3949999,971.8295721,1091.523995,1094.574747,1043.808017,1124.781496,1078.82494,1183.512748,1273.471587,1115.866651,1155.38721,1194.971107,1278.044015,1262.062302,..
Cameroon,CMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.771,14.669,14.499,14.269,14,13.71,13.409,13.104,12.801,12.496,12.191,11.887,11.583,11.277,10.968,10.657,10.347,10.046,9.762,9.501,9.266,9.059,..
Cameroon,CMR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,68.4091568,..,..,..,..,..,..,70.67993927,..,..,71.29051208,..,..,..,..,..,..,..,77.07103729,..,..
Cameroon,CMR,Gross domestic savings (current US$),NY.GDS.TOTL.CD,2257216500,2247962792,2112395239,2105676673,2266588818,2603660931,3633075235,3622385885,3925191928,4499502156,5346917511,4864355446,4821981579,5602336007,5419224089,6012236090,6601836570,5272152090,5837454118,6619455179,7124155072,7082130221,..
Cameroon,CMR,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,99.91961705,100.2701991,99.03645014,102.4463246,103.2490168,104.7859156,101.5161606,101.7726065,100.6698985,100.7223669,103.864206,104.9659886,104.7795671,105.0721516,104.1507129,104.4699486,105.1886461,105.3498746,104.7258188,104.022134,104.3840061,104.4383469,..
Canada,CAN,Population growth (annual %),SP.POP.GROW,0.829909353,0.812842624,0.931281553,1.086350966,1.087447927,0.901372739,0.933020777,0.944466927,1.010334503,0.971135141,1.082907116,1.141758099,1.111864075,0.978697787,1.085817263,1.056591259,1.005337579,0.746339478,1.132348655,1.199682154,1.412548033,1.4150147,..
Canada,CAN,"Population, total",SP.POP.TOTL,30155173,30401286,30685730,31020902,31360079,31644028,31940655,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,..
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.63414634,78.88536585,79.13658537,79.33902439,79.4902439,79.74146341,79.89268293,80.19268293,80.34390244,80.54390244,80.69512195,80.99512195,81.24634146,81.44878049,81.64878049,81.74878049,81.8,81.9,81.9,81.9,82.04878049,82.04878049,..
Canada,CAN,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,94.44418335,..,..,..,..,..,..,..,92.46852875,..,90.53817749,88.36515045,87.6504364,85.19567108,..,90.97168732,91.40335846,91.26812744,92.79521942,89.64629364,..,..,..
Canada,CAN,"School enrollment, primary (% net)",SE.PRM.NENR,98.99826,99.92808,99.92051,..,..,..,..,..,..,..,..,..,..,..,99.45167,99.43231,99.39113,99.58907,99.95587,99.8825,..,..,..
Canada,CAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,16843.16009,17922.20103,19538.26541,19043.5962,19643.24146,22964.1503,26105.6419,29581.92812,33140.42539,36608.77133,37863.16074,33001.14175,38702.43447,42587.82827,42991.13599,43034.90412,41604.74549,35337.87785,34316.45145,36962.09055,37739.01968,37829.48274,..
Canada,CAN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.2,7.2,7.1,7.1,7.1,7.1,7.1,7.1,7,7.1,7.2,7.1,7,7.1,7.1,7.2,7.3,7.4,7.4,7.5,7.7,7.6,..
Canada,CAN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1.44141E+11,1.63417E+11,1.93837E+11,1.85074E+11,1.81452E+11,2.15606E+11,2.62051E+11,3.08508E+11,3.43542E+11,3.78363E+11,3.97112E+11,2.7781E+11,3.44335E+11,4.07295E+11,4.19169E+11,4.31042E+11,4.31714E+11,3.31661E+11,3.12795E+11,3.518E+11,3.6236E+11,3.65447E+11,..
Canada,CAN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,98.3042692,96.58432707,94.57012672,94.6080026,95.86977869,96.37835845,95.84481125,96.32194988,97.54832942,98.14334885,98.49799416,101.7540267,102.1959761,101.436843,101.945704,101.5728751,100.933582,102.5083876,102.2934704,102.2093244,101.9615029,101.6579437,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,5.836387989,5.311792215,4.553329355,3.785326342,3.172095809,2.785477371,2.687025646,2.797543573,2.958186124,2.989933458,2.932849962,2.722827106,2.410960217,2.105708532,1.848797909,1.638526018,1.516836501,1.429388302,1.359711357,1.290996168,1.241823478,1.198880548,..
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,38329,40420,42303,43935,45351,46632,47902,49261,50740,52280,53836,55322,56672,57878,58958,59932,60848,61724,62569,63382,64174,64948,..
Cayman Islands,CYM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,82.1902439,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,3.1,3.3,3.4,3.2,2.8,3.5,4.6,3.8,3.4,3,3,3.1,3,3.2,3.3,3.2,2.9,2.9,3.1,3.4,3.3,3.8,..
Cayman Islands,CYM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,98.86782074,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,2.418780432,2.34664723,2.289845843,2.216501186,2.129491567,2.057857877,2.007297035,1.963165759,1.954024747,1.922623931,1.779120362,1.49251562,1.126577396,0.723831391,0.401556668,0.259489943,0.364290952,0.647403919,0.985894486,1.277504136,1.519051537,1.674745212,..
Central African Republic,CAF,"Population, total",SP.POP.TOTL,3475492,3558014,3640427,3722018,3802128,3881181,3959875,4038382,4118069,4198010,4273366,4337625,4386768,4418636,4436415,4447942,4464175,4493170,4537687,4596028,4666377,4745185,..
Central African Republic,CAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.857,44.461,44.19,44.061,44.063,44.182,44.413,44.744,45.158,45.636,46.161,46.719,47.312,47.95,48.638,49.371,50.129,50.881,51.593,52.24,52.805,53.283,..
Central African Republic,CAF,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,98.67668152,..,98.90061951,96.71090698,..,95.83297729,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,47.50865,47.71847,55.57831,63.99067,64.03461,65.95599,63.8246,66.29549,..,..,..,..,..,..,..,..
Central African Republic,CAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,247.4605198,253.2198646,225.7062271,227.1829061,236.8040362,268.1362738,291.9239549,303.7874626,326.4990508,373.1353181,423.8208257,434.5203866,444.2121233,490.4185409,500.9979532,315.5109156,345.0760384,310.1282739,331.7053517,387.5368916,411.4277472,404.4798058,..
Central African Republic,CAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.892,19.093,19.212,19.237,19.173,19.026,18.799,18.5,18.137,17.727,17.283,16.816,16.329,15.817,15.28,14.725,14.164,13.621,13.119,12.671,12.289,11.974,..
Central African Republic,CAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,50.6451683,..,..,..,..,..,..,..,..,..,36.75260925,..,..,..,..,..,..,..,37.39582062,..,..
Central African Republic,CAF,Gross domestic savings (current US$),NY.GDS.TOTL.CD,51046543.12,81926526.45,56306231.82,44958888.38,53948689.09,75743130.72,19864390.19,23301428.09,36080143.8,22696543.97,5919816.861,122896195.8,215836399.1,228930674.8,21958401.06,-15867597.38,42581648.92,47409413.58,28771243.47,61699107.23,-48746368.91,-28423192.6,..
Central African Republic,CAF,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,105.7357587,104.7650289,104.9152469,105.4160512,104.1832128,99.75922885,105.2481116,108.1224752,107.7639179,109.3502354,112.430301,107.2357129,106.7701666,104.3182969,109.9591826,108.453378,119.7435168,119.0097268,120.8869772,122.6239982,128.096398,124.4361411,..
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.490769651,3.583490768,3.682718582,3.785852882,3.856233291,3.85716413,3.777276578,3.649829765,3.50814667,3.393016334,3.32337145,3.311623295,3.334642775,3.363545784,3.370758938,3.350985214,3.296945541,3.222050147,3.143959589,3.077531708,3.023579699,2.985937461,..
Chad,TCD,"Population, total",SP.POP.TOTL,7770048,8053536,8355654,8678051,9019233,9373916,9734767,10096633,10457124,10818024,11183588,11560147,11952136,12360989,12784750,13220424,13663559,14110975,14561666,15016773,15477751,15946876,..
Chad,TCD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.3,..,..
